year,state,district,dem,rep,other
1996,Iowa,4,119790,133419,3300
1996,Iowa,5,75785,147576,2118
1996,Kansas,1,63948,191899,5298
1996,Kansas,2,114644,131592,5842
1996,Kansas,3,126848,139169,13247
1996,Kansas,4,119544,128486,8361
1996,Kentucky,1,96684,111473,0
1996,Kentucky,2,90483,125433,0
1996,Kentucky,3,125326,126625,0
1996,Kentucky,4,68939,149135,0
1996,Kentucky,5,0,117842,11
1996,Kentucky,6,125999,100231,0
1996,Louisiana,5,97363,135990,0
1996,Louisiana,7,128449,0,0
1996,Maine,1,173745,140354,65
1996,Maine,2,205439,70856,9341
1996,Maryland,1,81825,131033,18
1996,Maryland,2,88344,143075,0
1996,Maryland,3,130204,63229,0
1996,Maryland,4,142094,24700,0
1996,Maryland,5,121288,91806,0
1996,Maryland,6,100910,132853,25
1996,Maryland,7,115764,22929,2
1996,Maryland,8,96229,152538,379
1996,Massachusetts,1,129261,115805,78
1996,Massachusetts,2,163010,49887,14533
1996,Massachusetts,3,135047,115695,4360
1996,Massachusetts,4,183854,72702,92
1996,Massachusetts,5,183457,0,1708
1996,Massachusetts,6,133687,133315,10449
1996,Massachusetts,7,177053,76407,110
1996,Massachusetts,8,147246,27315,191
1996,Massachusetts,9,172012,66080,66
1996,Massachusetts,10,160747,123523,11662
1996,Michigan,1,181486,69957,5348
1996,Michigan,2,83603,165608,4488
1996,Michigan,3,72791,169466,4786
1996,Michigan,4,79691,159561,4393
1996,Michigan,5,162675,65542,4234
1996,Michigan,6,66243,146170,3421
1996,Michigan,7,93725,120227,4592
1996,Michigan,8,141086,115836,5499
1996,Michigan,9,136856,89733,4611
1996,Michigan,10,132829,106444,5008
1996,Michigan,11,99303,169165,8150
1996,Michigan,12,133436,94235,4804
1996,Michigan,13,123133,89907,4618
1996,Michigan,14,157722,22152,3821
1996,Michigan,15,143683,16009,2908
1996,Michigan,16,136854,78723,5035
1996,Minnesota,1,123188,137545,429
1996,Minnesota,2,144083,107807,10463
1996,Minnesota,3,87359,205845,417
1996,Minnesota,4,145831,94110,15818
1996,Minnesota,5,158275,70115,17671
1996,Minnesota,6,164921,129989,572
1996,Minnesota,7,170936,80132,531
1996,Minnesota,8,185333,69460,20545
1996,Mississippi,1,55998,123724,3244
1996,Mississippi,2,102503,65263,4167
1996,Mississippi,3,68658,115443,4043
1996,Mississippi,4,66836,112444,4383
1996,Mississippi,5,103415,71114,2916
1996,Missouri,1,131659,51857,4137
1996,Missouri,2,100372,165999,4355
1996,Missouri,3,137300,90202,5253
1996,Missouri,4,153566,81650,5573
1996,Missouri,5,144223,61803,7945
1996,Missouri,6,169006,72064,5212
1996,Missouri,7,79306,162558,8720
1996,Missouri,8,83084,23477,3821
1996,Missouri,9,117685,123580,8965
1996,Montana,1,174516,211975,17935
1996,Nebraska,1,67152,157108,303
1996,Nebraska,2,88447,125201,6676
1996,Nebraska,3,48833,167758,166
1996,Nevada,1,75081,86472,11040
1996,Nevada,2,97742,162310,17140
1996,New Hampshire,1,115462,123939,8335
1996,New Hampshire,2,105867,123001,14719
1996,New Jersey,1,160415,44286,6034
1996,New Jersey,2,83912,133130,3697
1996,New Jersey,3,81590,157503,6185
1996,New Jersey,4,77565,146404,6145
1996,New Jersey,5,62956,181323,10054
1996,New Jersey,6,124635,73402,5441
1996,New Jersey,7,97283,128817,6465
1996,New Jersey,8,98853,92604,1621
1996,New Jersey,9,117646,89005,4279
1996,New Jersey,10,127126,22086,1848
1996,New Jersey,11,78742,169091,7325
1996,New Jersey,12,125594,135811,7816
1996,New Jersey,13,115457,25426,5587
1996,New Mexico,1,71635,109290,12153
1996,New Mexico,2,74915,95091,0
1996,New Mexico,3,124594,56580,4097
1996,New York,1,96496,116620,0
1996,New York,2,57953,112135,4506
1996,New York,3,97518,127972,5936
1996,New York,4,127060,89542,4414
1996,New York,5,125918,69244,2623
1996,New York,6,102799,18348,0
1996,New York,7,78848,32092,0
1996,New York,8,131943,26028,2381
1996,New York,9,107107,30488,5618
1996,New York,10,99889,8660,893
1996,New York,11,89905,7866,0
1996,New York,12,61913,9978,1283
1996,New York,13,53376,94660,5733
1996,New York,14,130175,42641,6921
1996,New York,15,113898,5951,4885
1996,New York,16,95568,2878,787
1996,New York,17,101287,15892,2008
1996,New York,18,118194,59487,8041
1996,New York,19,86926,102142,31528
1996,New York,20,80761,122479,11372
1996,New York,21,158491,64471,16794
1996,New York,22,94192,144125,0
1996,New York,23,50436,124626,18625
1996,New York,24,43692,124240,6750
1996,New York,25,103199,126691,0
1996,New York,26,122850,94125,5531
1996,New York,27,95503,142568,0
1996,New York,28,133084,99366,0
1996,New York,29,132317,81135,0
1996,New York,30,100040,121369,0
1996,New York,31,49502,139734,6031
1996,North Carolina,1,108759,54666,1603
1996,North Carolina,2,113820,98951,3858
1996,North Carolina,3,68887,118159,1533
1996,North Carolina,4,157194,126466,5333
1996,North Carolina,5,74320,130177,5201
1996,North Carolina,6,58022,167828,2693
1996,North Carolina,7,87487,75811,2142
1996,North Carolina,8,103129,81676,2103
1996,North Carolina,9,83078,147755,3877
1996,North Carolina,10,65103,158585,2909
1996,North Carolina,11,91257,132860,3908
1996,North Carolina,12,124675,46581,3143
1996,North Dakota,1,144833,113684,4493
1996,Ohio,1,94719,118324,5381
1996,Ohio,2,58715,186853,13905
1996,Ohio,3,144583,75732,6888
1996,Ohio,4,69096,147608,11057
1996,Ohio,5,81170,145692,11461
1996,Ohio,6,118003,111907,16
1996,Ohio,7,61419,158087,13495
1996,Ohio,8,61515,165815,8613
1996,Ohio,9,170617,46040,4677
1996,Ohio,10,110723,104546,10427
1996,Ohio,11,153546,28821,6672
1996,Ohio,12,78762,151667,7005
1996,Ohio,13,146690,87108,8707
1996,Ohio,14,124136,95307,8992
1996,Ohio,15,64665,156776,0
1996,Ohio,16,64902,159314,7611
1996,Ohio,17,218283,0,21685
1996,Ohio,18,108332,117365,8146
1996,Ohio,19,101152,135012,10655
1996,Oklahoma,1,57996,143415,8996
1996,Oklahoma,2,90120,112273,0
1996,Oklahoma,3,86647,98526,6335
1996,Oklahoma,4,73950,106923,4500
1996,Oklahoma,5,57594,148362,6835
1996,Oklahoma,6,64173,113499,0
1996,Oregon,1,144588,126146,7870
1996,Oregon,2,97195,164062,4799
1996,Oregon,3,165922,65259,16728
1996,Oregon,4,177270,76649,15937
1996,Oregon,5,139521,125409,7706
1996,Pennsylvania,1,145210,20734,1
1996,Pennsylvania,2,168887,23047,3
1996,Pennsylvania,3,121120,54681,0
1996,Pennsylvania,4,142621,79448,98
1996,Pennsylvania,5,76627,116303,73
1996,Pennsylvania,6,115193,80061,1475
1996,Pennsylvania,7,79875,165087,1704
1996,Pennsylvania,8,79856,133749,12717
1996,Pennsylvania,9,50650,142105,67
1996,Pennsylvania,10,75536,124670,8334
1996,Pennsylvania,11,128258,60339,12
1996,Pennsylvania,12,136815,58643,23
1996,Pennsylvania,13,120220,120304,5455
1996,Pennsylvania,14,122922,78921,735
1996,Pennsylvania,15,109812,82803,7748
1996,Pennsylvania,16,78598,124511,6493
1996,Pennsylvania,17,57911,150678,27
1996,Pennsylvania,18,120410,86829,7751
1996,Pennsylvania,19,74944,130716,3303
1996,Pennsylvania,20,113394,97004,4
1996,Pennsylvania,21,104004,106875,9
1996,Rhode Island,1,121781,49199,4448
1996,Rhode Island,2,118827,58458,7037
1996,South Carolina,1,0,138467,5226
1996,South Carolina,2,0,158229,18060
1996,South Carolina,3,73417,114273,1840
1996,South Carolina,4,54126,138165,2521
1996,South Carolina,5,97335,81455,1181
1996,South Carolina,6,120132,51974,974
1996,South Dakota,1,119547,186393,17263
1996,Tennessee,1,58657,117676,5375
1996,Tennessee,2,61020,150953,1601
1996,Tennessee,3,85714,113408,2322
1996,Tennessee,4,73331,103091,1641
1996,Tennessee,5,140264,46201,7318
1996,Tennessee,6,123846,62277,9126
1996,Tennessee,7,73629,136643,2816
1996,Tennessee,8,123681,55024,5193
1996,Tennessee,9,116345,70951,3118
1996,Texas,1,102697,93105,3368
1996,Texas,2,102908,89838,4225
1996,Texas,3,0,42882,0
1996,Texas,4,132126,71065,3986
1996,Texas,5,0,11464,0
1996,Texas,6,0,49172,0
1996,Texas,7,0,40364,0
1996,Texas,8,0,51370,0
1996,Texas,9,59225,52870,0
1996,Texas,10,132066,97204,5721
1996,Texas,11,99990,74549,1396
1996,Texas,12,69859,98349,1996
1996,Texas,13,56066,116098,1463
1996,Texas,14,93200,99961,2538
1996,Texas,15,86347,50914,1333
1996,Texas,16,90260,35271,2253
1996,Texas,17,99678,91429,1887
1996,Texas,18,22475,0,0
1996,Texas,19,38316,156910,0
1996,Texas,20,88190,47616,2603
1996,Texas,21,60338,205830,3139
1996,Texas,22,0,41874,0
1996,Texas,23,59596,101332,2911
1996,Texas,24,16479,0,0
1996,Texas,25,29396,21892,0
1996,Texas,26,0,43012,0
1996,Texas,27,97350,50964,2286
1996,Texas,28,110148,34191,1796
1996,Texas,29,13352,0,0
1996,Texas,30,17238,0,0
1996,Utah,1,65866,150126,3787
1996,Utah,2,100283,129963,6075
1996,Utah,3,98178,106220,3317
1996,Vermont,1,23830,83021,7177
1996,Virginia,1,0,165574,1661
1996,Virginia,2,106215,57586,195
1996,Virginia,3,118603,25781,34
1996,Virginia,4,160100,43516,50
1996,Virginia,5,120323,70869,6731
1996,Virginia,6,61485,133576,4300
1996,Virginia,7,51206,189644,11655
1996,Virginia,8,152334,64562,12525
1996,Virginia,9,122908,58055,8114
1996,Virginia,10,59145,169266,6602
1996,Virginia,11,74701,138758,3023
1996,Washington,1,122187,141948,0
1996,Washington,2,122728,124655,9561
1996,Washington,3,122230,123117,0
1996,Washington,4,96502,108647,0
1996,Washington,5,105166,131618,0
1996,Washington,6,155467,71337,9106
1996,Washington,7,209753,49341,0
1996,Washington,8,90340,170691,0
1996,Washington,9,105236,99199,5432
1996,West Virginia,1,171334,0,0
1996,West Virginia,2,141551,63933,0
1996,West Virginia,3,145550,0,0
1996,Wisconsin,1,114148,118408,245
1996,Wisconsin,2,110467,154557,4350
1996,Wisconsin,3,121967,112146,537
1996,Wisconsin,4,134470,98438,376
1996,Wisconsin,5,141179,47384,4006
1996,Wisconsin,6,55377,169213,7129
1996,Wisconsin,7,137428,103365,105
1996,Wisconsin,8,129551,119398,208
1996,Wisconsin,9,67740,197910,225
1996,Wyoming,1,85724,116004,8255
1998,Alabama,1,0,112872,692
1998,Alabama,2,58136,131428,105
1998,Alabama,3,73357,101731,129
1998,Alabama,4,82065,106297,114
1998,Alabama,5,134819,58536,135
1998,Alabama,6,60657,154761,164
1998,Alabama,7,136431,0,2750
1998,Alaska,1,77232,139676,6392
1998,Arizona,1,54108,98840,0
1998,Arizona,2,57178,23628,3557
1998,Arizona,3,66979,137618,26
1998,Arizona,4,49538,102722,6562
1998,Arizona,5,91030,103952,6491
1998,Arizona,6,88001,106891,6645
1998,Arkansas,1,0,0,0
1998,Arkansas,2,100334,72737,0
1998,Arkansas,3,0,154780,36917
1998,Arkansas,4,68194,92346,0
1998,California,1,121713,64622,10437
1998,California,2,70837,128372,6158
1998,California,3,86471,100621,4914
1998,California,4,85394,155306,7524
1998,California,5,130715,47307,3816
1998,California,6,158446,69295,5240
1998,California,7,125842,38290,0
1998,California,8,148027,20781,3654
1998,California,9,140722,22431,6742
1998,California,10,127134,103299,7376
1998,California,11,56345,95496,3608
1998,California,12,128135,36562,8515
1998,California,13,101671,38050,3066
1998,California,14,129663,53719,5528
1998,California,15,70059,111876,2851
1998,California,16,85503,27494,4417
1998,California,17,103719,52470,4501
1998,California,18,118842,0,18089
1998,California,19,0,131105,34044
1998,California,20,60599,39183,0
1998,California,21,0,115989,30994
1998,California,22,111388,86921,3881
1998,California,23,64068,96362,0
1998,California,24,103491,69501,7588
1998,California,25,0,114013,38669
1998,California,26,69000,0,14662
1998,California,27,73875,80702,4489
1998,California,28,61721,90607,4872
1998,California,29,131561,40282,6251
1998,California,30,58230,13441,0
1998,California,31,61173,19786,6401
1998,California,32,112253,14622,2617
1998,California,33,43310,6364,0
1998,California,34,76471,32321,4283
1998,California,35,78732,0,9413
1998,California,36,84624,88843,8239
1998,California,37,70026,12301,0
1998,California,38,59767,71386,3722
1998,California,39,52815,97366,5284
1998,California,40,47897,97406,4822
1998,California,41,52264,68310,7840
1998,California,42,62207,45328,4985
1998,California,43,56373,83012,9686
1998,California,44,57697,97013,6818
1998,California,45,60022,94296,6452
1998,California,46,47964,33388,3650
1998,California,47,57938,132711,5667
1998,California,48,0,138948,41771
1998,California,49,86400,90516,8603
1998,California,50,77354,0,637
1998,California,51,71706,126229,8943
1998,California,52,0,116251,37317
1998,Colorado,1,116628,52452,5225
1998,Colorado,2,113946,108385,6111
1998,Colorado,3,74479,156501,5673
1998,Colorado,4,89973,131318,0
1998,Colorado,5,55609,155790,2871
1998,Colorado,6,82662,111374,5152
1998,Connecticut,1,97681,69668,915
1998,Connecticut,2,99567,57860,5775
1998,Connecticut,3,109726,42090,2035
1998,Connecticut,4,40988,94767,1449
1998,Connecticut,5,78394,76051,2712
1998,Connecticut,6,69201,101630,3950
1998,Delaware,1,57446,119811,3270
1998,Florida,1,0,140525,663
1998,Florida,2,138440,0,6980
1998,Florida,3,66621,53530,0
1998,Florida,4,0,0,0
1998,Florida,5,132005,0,67147
1998,Florida,6,0,0,0
1998,Florida,7,0,0,0
1998,Florida,8,54245,104298,32
1998,Florida,9,0,0,0
1998,Florida,10,0,0,0
1998,Florida,11,85262,46176,0
1998,Florida,12,0,0,0
1998,Florida,13,0,0,0
1998,Florida,14,0,0,0
1998,Florida,15,75654,129278,0
1998,Florida,16,0,0,0
1998,Florida,17,0,0,0
1998,Florida,18,0,0,0
1998,Florida,19,0,0,0
1998,Florida,20,0,0,0
1998,Florida,21,28378,84018,0
1998,Florida,22,0,0,0
1998,Florida,23,0,0,0
1998,Georgia,1,0,92229,0
1998,Georgia,2,77953,59305,0
1998,Georgia,3,0,123064,0
1998,Georgia,4,100622,64146,0
1998,Georgia,5,109177,29877,0
1998,Georgia,6,68366,164966,0
1998,Georgia,7,69293,85982,0
1998,Georgia,8,53079,87993,0
1998,Georgia,9,0,122713,0
1998,Georgia,10,60004,88527,0
1998,Georgia,11,53510,120909,0
1998,Hawaii,1,116693,68905,3973
1998,Hawaii,2,144254,50423,13194
1998,Idaho,1,91653,113231,0
1998,Idaho,2,77736,91337,4872
1998,Illinois,1,151890,18429,4046
1998,Illinois,2,148985,16075,1608
1998,Illinois,3,115887,44012,0
1998,Illinois,4,54244,10529,1583
1998,Illinois,5,95738,33687,0
1998,Illinois,6,49906,111603,4199
1998,Illinois,7,130984,0,9984
1998,Illinois,8,47614,104242,0
1998,Illinois,9,107878,33448,3284
1998,Illinois,10,0,138429,0
1998,Illinois,11,70458,100597,0
1998,Illinois,12,99605,65409,0
1998,Illinois,13,77878,121889,0
1998,Illinois,14,50844,117304,0
1998,Illinois,15,65054,104255,0
1998,Illinois,16,0,143686,0
1998,Illinois,17,100128,94072,0
1998,Illinois,18,0,158175,2
1998,Illinois,19,122430,87614,0
1998,Illinois,20,76475,121103,0
1998,Indiana,1,92634,33503,1617
1998,Indiana,2,62452,99608,2236
1998,Indiana,3,84625,61041,0
1998,Indiana,4,54286,93671,0
1998,Indiana,5,58504,101567,2317
1998,Indiana,6,31472,135250,21105
1998,Indiana,7,44823,109712,4779
1998,Indiana,8,81871,92785,3401
1998,Indiana,9,92973,87797,2406
1998,Indiana,10,69682,47017,2737
1998,Iowa,1,79529,106419,2260
1998,Iowa,2,83405,104613,1556
1998,Iowa,3,107947,78063,3742
1998,Iowa,4,67550,129942,1904
1998,Iowa,5,0,132730,1041
1998,Kansas,1,36618,152775,0
1998,Kansas,2,69521,108527,0
1998,Kansas,3,103376,93938,0
1998,Kansas,4,62737,94785,5171
1998,Kentucky,1,77402,95308,0
1998,Kentucky,2,62848,113285,1833
1998,Kentucky,3,92865,100690,1881
1998,Kentucky,4,93485,81547,0
1998,Kentucky,5,39585,142215,0
1998,Kentucky,6,90033,104046,1839
1998,Louisiana,1,0,0,0
1998,Louisiana,2,102247,0,5899
1998,Louisiana,3,0,0,0
1998,Louisiana,4,0,0,0
1998,Louisiana,5,0,0,0
1998,Louisiana,6,94201,97044,0
1998,Louisiana,7,0,0,0
1998,Maine,1,134335,79160,9182
1998,Maine,2,146202,45674,0
1998,Maryland,1,60450,135771,0
1998,Maryland,2,64474,145711,21
1998,Maryland,3,137501,39667,0
1998,Maryland,4,129139,21518,0
1998,Maryland,5,126792,67176,0
1998,Maryland,6,73728,127802,0
1998,Maryland,7,112699,18742,6
1998,Maryland,8,87497,133145,106
1998,Massachusetts,1,121863,48055,58
1998,Massachusetts,2,130550,0,1383
1998,Massachusetts,3,108613,79174,3091
1998,Massachusetts,4,148340,0,2380
1998,Massachusetts,5,127418,52725,87
1998,Massachusetts,6,117132,90986,6588
1998,Massachusetts,7,137178,56977,150
1998,Massachusetts,8,99603,14125,8159
1998,Massachusetts,9,150667,0,888
1998,Massachusetts,10,164917,70466,180
1998,Michigan,1,130129,87630,4037
1998,Michigan,2,63573,146854,3195
1998,Michigan,3,49489,146364,4398
1998,Michigan,4,0,155343,14766
1998,Michigan,5,135254,51442,3275
1998,Michigan,6,45358,113292,2977
1998,Michigan,7,72998,104656,4473
1998,Michigan,8,125169,84254,8617
1998,Michigan,9,105457,79062,4006
1998,Michigan,10,108770,94027,4727
1998,Michigan,11,76107,144264,5433
1998,Michigan,12,105824,79619,3985
1998,Michigan,13,99935,68328,3624
1998,Michigan,14,126321,16140,2844
1998,Michigan,15,108582,12887,3391
1998,Michigan,16,116145,54121,4091
1998,Minnesota,1,108420,131233,250
1998,Minnesota,2,148933,99490,12704
1998,Minnesota,3,66505,203731,13073
1998,Minnesota,4,128726,95388,15632
1998,Minnesota,5,145535,60035,12042
1998,Minnesota,6,148728,136866,12107
1998,Minnesota,7,169907,66562,473
1998,Minnesota,8,173734,69667,19862
1998,Mississippi,1,30438,66738,2157
1998,Mississippi,2,80507,0,32533
1998,Mississippi,3,0,84785,15465
1998,Mississippi,4,73252,61551,2396
1998,Mississippi,5,78661,19341,3093
1998,Missouri,1,90840,30635,3576
1998,Missouri,2,57565,142313,3381
1998,Missouri,3,98287,74005,3807
1998,Missouri,4,133173,51005,3438
1998,Missouri,5,101313,47582,4790
1998,Missouri,6,136774,51679,4324
1998,Missouri,7,43416,129746,5639
1998,Missouri,8,59426,104271,2827
1998,Missouri,9,66861,117196,4248
1998,Montana,1,147073,175748,8730
1998,Nebraska,1,48826,136058,343
1998,Nebraska,2,55722,106782,499
1998,Nebraska,3,0,149896,27833
1998,Nevada,1,79315,73540,8227
1998,Nevada,2,0,201623,47140
1998,New Hampshire,1,51783,104430,156
1998,New Hampshire,2,72217,85740,3419
1998,New Jersey,1,90279,27855,5208
1998,New Jersey,2,43563,93248,4703
1998,New Jersey,3,55248,97508,4483
1998,New Jersey,4,52281,92991,4305
1998,New Jersey,5,55487,106304,5027
1998,New Jersey,6,78102,55180,3730
1998,New Jersey,7,65776,77751,4515
1998,New Jersey,8,81068,46289,3231
1998,New Jersey,9,91330,47817,2312
1998,New Jersey,10,82244,10678,5572
1998,New Jersey,11,44160,100910,3901
1998,New Jersey,12,92528,87221,4861
1998,New Jersey,13,70308,14615,2900
1998,New Mexico,1,75040,86784,17344
1998,New Mexico,2,61796,85077,0
1998,New Mexico,3,91248,74266,6135
1998,New York,1,55630,99460,0
1998,New York,2,37949,85089,5400
1998,New York,3,63628,117258,1497
1998,New York,4,90256,79984,1343
1998,New York,5,97404,49586,2872
1998,New York,6,76122,0,0
1998,New York,7,50924,18896,3960
1998,New York,8,112948,18383,0
1998,New York,9,69439,24486,10597
1998,New York,10,83528,5577,1396
1998,New York,11,75773,7284,1144
1998,New York,12,53269,7405,3032
1998,New York,13,40167,76138,1245
1998,New York,14,111072,32458,0
1998,New York,15,90424,5633,1082
1998,New York,16,67367,2457,756
1998,New York,17,80947,11037,0
1998,New York,18,91623,0,19079
1998,New York,19,56378,104467,6987
1998,New York,20,65589,98546,4769
1998,New York,21,146639,50931,0
1998,New York,22,81296,106919,5051
1998,New York,23,0,111242,26493
1998,New York,24,31011,116682,0
1998,New York,25,53461,121204,0
1998,New York,26,108204,54776,12160
1998,New York,27,75978,102042,0
1998,New York,28,118856,56443,8159
1998,New York,29,97235,69481,3813
1998,New York,30,55199,116093,0
1998,New York,31,40091,107615,10546
1998,North Carolina,1,85125,50578,1044
1998,North Carolina,2,100550,72997,1647
1998,North Carolina,3,50041,83529,1342
1998,North Carolina,4,129157,93469,2284
1998,North Carolina,5,55806,119103,0
1998,North Carolina,6,0,112740,0
1998,North Carolina,7,124366,0,11924
1998,North Carolina,8,64127,67505,1492
1998,North Carolina,9,51345,120570,2167
1998,North Carolina,10,0,118541,0
1998,North Carolina,11,84256,112908,2259
1998,North Carolina,12,82305,62070,0
1998,North Dakota,1,119668,87511,5709
1998,Ohio,1,82003,92421,0
1998,Ohio,2,49293,154344,0
1998,Ohio,3,114198,50544,0
1998,Ohio,4,63529,112011,0
1998,Ohio,5,61926,123979,0
1998,Ohio,6,102852,77711,0
1998,Ohio,7,49780,120765,9152
1998,Ohio,8,52912,127979,0
1998,Ohio,9,130793,30312,0
1998,Ohio,10,110552,55015,0
1998,Ohio,11,115226,18592,9477
1998,Ohio,12,60694,124197,0
1998,Ohio,13,116309,72666,0
1998,Ohio,14,106046,63027,0
1998,Ohio,15,49334,113846,9996
1998,Ohio,16,66047,117426,0
1998,Ohio,17,123718,57703,0
1998,Ohio,18,74571,113119,0
1998,Ohio,19,64090,126786,0
1998,Oklahoma,1,56309,91031,0
1998,Oklahoma,2,59042,85581,3641
1998,Oklahoma,3,55163,89832,0
1998,Oklahoma,4,52107,83272,0
1998,Oklahoma,5,48182,103217,0
1998,Oklahoma,6,43555,85261,2455
1998,Oregon,1,119993,112827,6676
1998,Oregon,2,74924,132316,7976
1998,Oregon,3,153889,0,29462
1998,Oregon,4,157524,64143,2970
1998,Oregon,5,124916,92215,10526
1998,Pennsylvania,1,77788,15898,2162
1998,Pennsylvania,2,102763,16001,0
1998,Pennsylvania,3,66270,45390,0
1998,Pennsylvania,4,103183,58485,17
1998,Pennsylvania,5,0,99502,17821
1998,Pennsylvania,6,85374,54579,0
1998,Pennsylvania,7,46920,119491,0
1998,Pennsylvania,8,48320,93697,6183
1998,Pennsylvania,9,0,125409,618
1998,Pennsylvania,10,83760,84275,5021
1998,Pennsylvania,11,88933,44123,9
1998,Pennsylvania,12,100528,46239,13
1998,Pennsylvania,13,95105,85915,3470
1998,Pennsylvania,14,83355,52745,1636
1998,Pennsylvania,15,66930,81755,21
1998,Pennsylvania,16,40092,95979,14
1998,Pennsylvania,17,0,114931,176
1998,Pennsylvania,18,98363,46945,29
1998,Pennsylvania,19,40674,96284,5531
1998,Pennsylvania,20,97885,0,190
1998,Pennsylvania,21,54591,94518,6
1998,Rhode Island,1,92788,38460,7647
1998,Rhode Island,2,110917,38170,4966
1998,South Carolina,1,0,118414,11657
1998,South Carolina,2,84864,119583,2316
1998,South Carolina,3,0,129047,402
1998,South Carolina,4,73314,105264,3972
1998,South Carolina,5,95105,66299,2863
1998,South Carolina,6,116507,41421,2648
1998,South Dakota,1,64433,194157,0
1998,Tennessee,1,30710,68904,75
1998,Tennessee,2,0,90860,11642
1998,Tennessee,3,37144,75100,1542
1998,Tennessee,4,42627,62829,23
1998,Tennessee,5,74611,0,15491
1998,Tennessee,6,75055,62277,104
1998,Tennessee,7,0,91503,477
1998,Tennessee,8,76803,0,22
1998,Tennessee,9,75428,18078,2276
1998,Texas,1,80788,55191,0
1998,Texas,2,81556,56891,1142
1998,Texas,3,0,106690,10288
1998,Texas,4,82989,58954,2137
1998,Texas,5,48073,61714,880
1998,Texas,6,40112,112957,1817
1998,Texas,7,0,111010,7936
1998,Texas,8,0,123372,9576
1998,Texas,9,86055,49107,0
1998,Texas,10,116127,0,20155
1998,Texas,11,71142,0,15161
1998,Texas,12,39084,66740,1917
1998,Texas,13,37027,81141,1298
1998,Texas,14,68014,84459,390
1998,Texas,15,47957,34221,0
1998,Texas,16,67486,0,9281
1998,Texas,17,75367,63700,1618
1998,Texas,18,82091,0,9176
1998,Texas,19,21162,108266,0
1998,Texas,20,50356,28347,1010
1998,Texas,21,0,165047,15561
1998,Texas,22,45386,87840,1494
1998,Texas,23,40281,73177,1262
1998,Texas,24,56321,40105,1566
1998,Texas,25,58591,41848,830
1998,Texas,26,0,120332,16182
1998,Texas,27,61638,34284,1476
1998,Texas,28,71849,0,7504
1998,Texas,29,44179,0,3452
1998,Texas,30,57603,21338,811
1998,Utah,1,49307,109708,3070
1998,Utah,2,77198,93718,6725
1998,Utah,3,0,100830,30293
1998,Vermont,1,0,70740,7990
1998,Virginia,1,0,76474,23583
1998,Virginia,2,67975,0,4116
1998,Virginia,3,48129,0,15225
1998,Virginia,4,64563,0,2016
1998,Virginia,5,73097,0,785
1998,Virginia,6,39487,89177,66
1998,Virginia,7,0,77044,20845
1998,Virginia,8,97545,48352,390
1998,Virginia,9,87163,55918,45
1998,Virginia,10,36476,103648,4631
1998,Virginia,11,0,91603,20508
1998,Washington,1,112726,99910,13837
1998,Washington,2,100776,124125,0
1998,Washington,3,120364,99855,0
1998,Washington,4,43043,121684,11363
1998,Washington,5,73545,110040,9673
1998,Washington,6,143308,66291,0
1998,Washington,7,183076,0,24466
1998,Washington,8,91371,135539,0
1998,Washington,9,111948,61108,0
1998,West Virginia,1,105101,0,19013
1998,West Virginia,2,99357,29136,7660
1998,West Virginia,3,78814,0,12196
1998,Wisconsin,1,81164,108475,307
1998,Wisconsin,2,116377,103528,1788
1998,Wisconsin,3,128256,51001,191
1998,Wisconsin,4,105841,76666,194
1998,Wisconsin,5,121129,33506,226
1998,Wisconsin,6,0,144144,11525
1998,Wisconsin,7,115613,75049,203
1998,Wisconsin,8,93441,112418,115
1998,Wisconsin,9,0,175533,16785
1998,Wyoming,1,67399,100687,6133
2000,Alabama,1,0,151188,14481
2000,Alabama,2,64958,151830,5848
2000,Alabama,3,0,147317,22202
2000,Alabama,4,86400,140009,4697
2000,Alabama,5,186059,0,23455
2000,Alabama,6,0,212751,29166
2000,Alabama,7,148243,46134,4256
2000,Alaska,1,45372,190862,38159
2000,Arizona,1,97455,123289,9227
2000,Arizona,2,84034,32990,5581
2000,Arizona,3,94676,198367,8927
2000,Arizona,4,71803,140396,0
2000,Arizona,5,101564,172986,13059
2000,Arizona,6,108317,186687,9000
2000,Arkansas,1,120266,79437,253
2000,Arkansas,2,126957,93692,0
2000,Arkansas,3,0,0,0
2000,Arkansas,4,108143,104017,0
2000,California,1,155638,66987,16710
2000,California,2,72075,168172,15609
2000,California,3,93067,129254,7861
2000,California,4,97974,197503,15946
2000,California,5,147025,55945,11089
2000,California,6,182116,80169,20833
2000,California,7,159692,44154,4943
2000,California,8,181847,25298,8283
2000,California,9,182352,21033,11265
2000,California,10,160429,134863,9527
2000,California,11,79539,120635,8433
2000,California,12,158404,44162,9990
2000,California,13,129012,44499,9635
2000,California,14,161720,59338,9204
2000,California,15,128545,99866,8493
2000,California,16,115118,37213,7415
2000,California,17,143219,51557,13984
2000,California,18,121003,56465,2860
2000,California,19,70578,144517,7520
2000,California,20,66235,57563,2736
2000,California,21,49318,142539,7243
2000,California,22,135538,113094,6438
2000,California,23,89918,119479,11637
2000,California,24,155398,70169,9877
2000,California,25,73921,138628,10229
2000,California,26,96500,0,18286
2000,California,27,113708,94518,7548
2000,California,28,81804,116557,6838
2000,California,29,180295,45784,12122
2000,California,30,83223,11788,4909
2000,California,31,89600,0,23314
2000,California,32,137447,19924,7156
2000,California,33,60510,8260,2801
